ID,DOCULECT,CONCEPT,FORM,MANUAL,AUTOMATED
1122,Xavánte,DANCE,a j ʔ ɾ ẽ,464,464
1144,Panará,DANCE,ĩ ŋ k ɾ ɛː,464,464
2864,Mẽbêngôkre,DANCE,v o a r,465,465
5491,Apinayé,DANCE,p i + k ẽ ɲ,462,462
5493,Kĩsêdjê,DANCE,w i + kʰ ẽ n,462,462
5495,Tapayúna,DANCE,w i + kʰ ẽ j,462,462
5497,Parkatêjê,DANCE,a j + k ẽ n,466,466
5499,Canela-Krahô,DANCE,p i + kʰ ẽ n,462,462
5501,Gavião-Pyhcopji,DANCE,p ɛ̤ː + kʰ ẽ n,462,462
6901,Arikapú,DANCE,ɾ ẽ,464,463
